Importance,Level,Job Zone,Code,Occupation
79,65,3,19-4031.00,Chemical Technicians
79,65,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
79,64,3,51-9162.00,Computer Numerically Controlled Tool Programmers
79,64,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
79,64,2,43-5011.01,Freight Forwarders
79,64,3,51-8012.00,Power Distributors and Dispatchers
79,64,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
79,63,3,49-9092.00,Commercial Divers
79,63,4,27-3091.00,Interpreters and Translators
79,63,4,17-2199.05,Mechatronics Engineers
79,61,3,17-3027.01,Automotive Engineering Technicians
79,61,2,43-3021.00,Billing and Posting Clerks
79,60,2,43-3071.00,Tellers
79,57,3,51-5111.00,Prepress Technicians and Workers
79,56,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
79,52,3,27-1026.00,Merchandise Displayers and Window Trimmers
78,77,4,15-1243.00,Database Architects
78,76,4,15-2099.01,Bioinformatics Technicians
78,75,5,19-1011.00,Animal Scientists
78,75,5,19-3091.00,Anthropologists and Archeologists
78,75,4,17-2171.00,Petroleum Engineers
78,74,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
78,73,5,19-1029.04,Biologists
78,72,4,15-1251.00,Computer Programmers
78,71,3,45-4011.00,Forest and Conservation Workers
78,71,5,23-1012.00,Judicial Law Clerks
78,71,4,13-2052.00,Personal Financial Advisors
78,70,4,19-2021.00,Atmospheric and Space Scientists
78,70,5,29-9092.00,Genetic Counselors
78,70,5,19-1029.03,Geneticists
78,70,4,17-2161.00,Nuclear Engineers
78,69,5,29-1024.00,Prosthodontists
78,69,3,17-3024.01,Robotics Technicians
78,69,4,15-1253.00,Software Quality Assurance Analysts and Testers
78,69,4,53-6051.00,Transportation Inspectors
78,68,4,17-2071.00,Electrical Engineers
78,68,4,27-4032.00,Film and Video Editors
78,67,4,11-9121.01,Clinical Research Coordinators
78,67,2,31-9093.00,Medical Equipment Preparers
78,67,4,19-1031.03,Park Naturalists
78,66,3,31-9091.00,Dental Assistants
78,65,3,33-2011.00,Firefighters
78,64,3,27-4011.00,Audio and Video Technicians
78,64,3,17-3022.00,Civil Engineering Technologists and Technicians
78,64,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
78,63,2,49-9044.00,Millwrights
78,63,3,29-2099.05,Ophthalmic Medical Technologists
78,63,3,33-9021.00,Private Detectives and Investigators
78,63,3,43-3061.00,Procurement Clerks
78,62,2,51-9011.00,Chemical Equipment Operators and Tenders
78,62,3,43-4131.00,Loan Interviewers and Clerks
78,62,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
78,61,4,17-3025.00,Environmental Engineering Technologists and Technicians
78,61,2,53-4011.00,Locomotive Engineers
78,60,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
78,59,3,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
78,58,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
78,58,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
78,57,2,49-3091.00,Bicycle Repairers
78,57,2,53-3052.00,"Bus Drivers, Transit and Intercity"
78,57,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
78,55,2,43-9041.00,Insurance Claims and Policy Processing Clerks
78,55,2,43-4121.00,"Library Assistants, Clerical"
78,53,3,43-4141.00,New Accounts Clerks
78,51,3,31-1131.00,Nursing Assistants
78,50,3,29-2051.00,Dietetic Technicians
77,77,4,19-1012.00,Food Scientists and Technologists
77,75,5,25-1021.00,"Computer Science Teachers, Postsecondary"
77,74,2,53-7041.00,Hoist and Winch Operators
77,74,4,13-1161.00,Market Research Analysts and Marketing Specialists
77,73,5,17-2199.09,Nanosystems Engineers
77,71,4,13-2031.00,Budget Analysts
77,71,4,17-2081.00,Environmental Engineers
77,70,4,11-3051.01,Quality Control Systems Managers
