Importance,Job Zone,Code,Occupation
67,3,51-7032.00,"Patternmakers, Wood"
67,2,47-2151.00,Pipelayers
67,4,27-3043.05,"Poets, Lyricists and Creative Writers"
67,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
67,3,29-2034.00,Radiologic Technologists and Technicians
67,4,41-9021.00,Real Estate Brokers
66,4,41-3011.00,Advertising Sales Agents
66,2,43-3021.00,Billing and Posting Clerks
66,2,51-8099.01,Biofuels Processing Technicians
66,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
66,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
66,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
66,2,11-9051.00,Food Service Managers
66,4,13-1131.00,Fundraisers
66,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
66,2,39-3021.00,Motion Picture Projectionists
66,2,39-9011.01,Nannies
66,2,47-2141.00,"Painters, Construction and Maintenance"
66,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
66,3,51-5111.00,Prepress Technicians and Workers
66,3,39-9041.00,Residential Advisors
66,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
66,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
66,5,25-9044.00,"Teaching Assistants, Postsecondary"
66,4,25-3041.00,Tutors
66,3,29-2056.00,Veterinary Technologists and Technicians
66,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
65,3,49-2097.00,Audiovisual Equipment Installers and Repairers
65,2,47-2021.00,Brickmasons and Blockmasons
65,2,47-2031.00,Carpenters
65,4,17-1021.00,Cartographers and Photogrammetrists
65,2,39-9011.00,Childcare Workers
65,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
65,3,27-1012.00,Craft Artists
65,2,43-4051.00,Customer Service Representatives
65,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
65,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
65,3,23-2011.00,Paralegals and Legal Assistants
65,2,41-2022.00,Parts Salespersons
65,2,53-6061.00,Passenger Attendants
65,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
65,3,25-2011.00,"Preschool Teachers, Except Special Education"
65,2,53-4031.00,Railroad Conductors and Yardmasters
65,2,49-3092.00,Recreational Vehicle Service Technicians
65,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
65,2,51-2092.00,Team Assemblers
65,2,47-4099.03,Weatherization Installers and Technicians
64,3,53-2022.00,Airfield Operations Specialists
64,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
64,1,47-5011.00,"Derrick Operators, Oil and Gas"
64,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare"
64,2,51-2023.00,Electromechanical Equipment Assemblers
64,3,43-4061.00,"Eligibility Interviewers, Government Programs"
64,2,43-4071.00,File Clerks
64,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
64,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
64,2,53-2031.00,Flight Attendants
64,2,51-7021.00,Furniture Finishers
64,2,47-3013.00,Helpers--Electricians
64,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
64,3,31-9092.00,Medical Assistants
64,2,43-5041.00,"Meter Readers, Utilities"
64,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
64,2,43-5051.00,Postal Service Clerks
64,3,43-3061.00,Procurement Clerks
64,3,29-2053.00,Psychiatric Technicians
64,3,49-9097.00,Signal and Track Switch Repairers
64,3,51-2041.00,Structural Metal Fabricators and Fitters
64,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
63,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
63,4,21-1021.00,"Child, Family, and School Social Workers"
63,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
63,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
63,2,27-1023.00,Floral Designers
63,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
63,5,19-3093.00,Historians
63,3,43-4131.00,Loan Interviewers and Clerks
63,2,49-9011.00,Mechanical Door Repairers
63,3,29-2099.05,Ophthalmic Medical Technologists
63,2,31-1122.00,Personal Care Aides
63,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
63,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
63,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
63,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
63,4,27-3043.00,Writers and Authors
62,2,41-2011.00,Cashiers
62,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
62,4,11-9179.01,Fitness and Wellness Coordinators
62,3,51-9071.06,Gem and Diamond Workers
62,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
62,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
62,2,43-9041.00,Insurance Claims and Policy Processing Clerks
62,2,43-6013.00,Medical Secretaries and Administrative Assistants
62,3,29-2057.00,Ophthalmic Medical Technicians
62,2,51-8013.00,Power Plant Operators
62,2,47-2053.00,Terrazzo Workers and Finishers
62,2,37-3013.00,Tree Trimmers and Pruners
62,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
62,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
61,2,51-8013.03,Biomass Plant Technicians
61,2,53-3052.00,"Bus Drivers, Transit and Intercity"
61,2,51-7011.00,Cabinetmakers and Bench Carpenters
61,2,43-4031.00,"Court, Municipal, and License Clerks"
61,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
61,2,31-2022.00,Physical Therapist Aides
61,3,41-9022.00,Real Estate Sales Agents
61,2,49-9096.00,Riggers
61,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
61,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
61,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
61,2,47-2221.00,Structural Iron and Steel Workers
61,2,49-3093.00,Tire Repairers and Changers
60,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
60,2,35-3011.00,Bartenders
60,3,47-2011.00,Boilermakers
60,3,29-1292.00,Dental Hygienists
60,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
60,2,47-2081.00,Drywall and Ceiling Tile Installers
60,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
60,2,39-3011.00,Gambling Dealers
60,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
60,2,45-4023.00,Log Graders and Scalers
60,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
60,2,43-4171.00,Receptionists and Information Clerks
60,2,47-5013.00,"Service Unit Operators, Oil and Gas"
60,2,51-6051.00,"Sewers, Hand"
60,3,41-4011.07,Solar Sales Representatives and Assessors
60,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
60,2,43-2021.00,Telephone Operators
60,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
59,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
59,3,27-4031.00,"Camera Operators, Television, Video, and Film"
59,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
59,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
59,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
59,3,27-2031.00,Dancers
59,3,43-9031.00,Desktop Publishers
59,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
59,2,51-2051.00,Fiberglass Laminators and Fabricators
59,1,47-2043.00,Floor Sanders and Finishers
59,2,47-2121.00,Glaziers
59,1,51-9022.00,"Grinding and Polishing Workers, Hand"
59,2,53-7051.00,Industrial Truck and Tractor Operators
59,3,27-2042.00,Musicians and Singers
59,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
59,2,33-3041.00,Parking Enforcement Workers
59,3,51-4062.00,"Patternmakers, Metal and Plastic"
59,2,53-7081.00,Refuse and Recyclable Material Collectors
59,4,27-1014.00,Special Effects Artists and Animators
59,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
59,3,39-7012.00,Travel Guides
58,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
58,3,35-2013.00,"Cooks, Private Household"
58,2,35-2015.00,"Cooks, Short Order"
58,3,53-7021.00,Crane and Tower Operators
58,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
58,1,45-4021.00,Fallers
58,2,13-1074.00,Farm Labor Contractors
58,1,45-3031.00,Fishing and Hunting Workers
58,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
58,2,51-4071.00,Foundry Mold and Coremakers
58,3,11-9171.00,Funeral Home Managers
58,2,31-1121.00,Home Health Aides
58,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
58,2,43-4121.00,"Library Assistants, Clerical"
58,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
58,2,47-2231.00,Solar Photovoltaic Installers
58,3,47-2022.00,Stonemasons
58,2,43-9022.00,Word Processors and Typists
57,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
57,2,27-2021.00,Athletes and Sports Competitors
57,3,33-3011.00,Bailiffs
57,3,39-5011.00,Barbers
57,2,47-5041.00,Continuous Mining Machine Operators
57,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
57,2,47-3016.00,Helpers--Roofers
57,2,53-7041.00,Hoist and Winch Operators
57,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
57,1,45-4022.00,Logging Equipment Operators
57,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
57,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
57,4,27-2012.04,Talent Directors
57,3,41-3041.00,Travel Agents
56,2,27-2011.00,Actors
56,2,53-7061.00,Cleaners of Vehicles and Equipment
56,2,35-2014.00,"Cooks, Restaurant"
56,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
56,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
56,2,37-2021.00,Pest Control Workers
56,2,31-9095.00,Pharmacy Aides
56,3,27-4021.00,Photographers
56,2,47-2072.00,Pile Driver Operators
56,2,39-5093.00,Shampooers
56,3,39-5094.00,Skincare Specialists
56,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
55,1,47-2051.00,Cement Masons and Concrete Finishers
55,2,41-2021.00,Counter and Rental Clerks
55,1,35-3023.00,Fast Food and Counter Workers
55,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
55,2,51-3093.00,Food Cooking Machine Operators and Tenders
55,1,37-3011.00,Landscaping and Groundskeeping Workers
55,2,51-9083.00,Ophthalmic Laboratory Technicians
55,2,53-7064.00,"Packers and Packagers, Hand"
55,2,51-4052.00,"Pourers and Casters, Metal"
55,2,51-5113.00,Print Binding and Finishing Workers
55,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
55,2,51-6042.00,Shoe Machine Operators and Tenders
55,2,51-3023.00,Slaughterers and Meat Packers
55,2,43-2011.00,"Switchboard Operators, Including Answering Service"
55,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
54,1,35-2011.00,"Cooks, Fast Food"
54,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
54,1,35-2021.00,Food Preparation Workers
54,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
54,2,47-4051.00,Highway Maintenance Workers
54,3,31-2012.00,Occupational Therapy Aides
54,2,51-5112.00,Printing Press Operators
54,2,41-2031.00,Retail Salespersons
54,2,47-4091.00,Segmental Pavers
54,2,51-9141.00,Semiconductor Processing Technicians
54,2,53-4041.00,Subway and Streetcar Operators
54,2,51-2061.00,Timing Device Assemblers and Adjusters
54,2,51-6093.00,Upholsterers
53,2,45-2021.00,Animal Breeders
53,2,51-3011.00,Bakers
53,2,35-2012.00,"Cooks, Institution and Cafeteria"
53,2,33-9091.00,Crossing Guards and Flaggers
53,3,13-1032.00,"Insurance Appraisers, Auto Damage"
53,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
53,3,31-9094.00,Medical Transcriptionists
53,2,43-4151.00,Order Clerks
53,2,49-3043.00,Rail Car Repairers
53,1,47-5051.00,"Rock Splitters, Quarry"
53,2,47-5043.00,"Roof Bolters, Mining"
53,3,39-7011.00,Tour Guides and Escorts
52,1,45-2091.00,Agricultural Equipment Operators
52,2,39-3012.00,Gambling and Sports Book Writers and Runners
52,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
52,1,37-2012.00,Maids and Housekeeping Cleaners
52,1,47-2161.00,Plasterers and Stucco Masons
52,2,43-5052.00,Postal Service Mail Carriers
52,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
52,1,47-5071.00,"Roustabouts, Oil and Gas"
51,4,21-2021.00,"Directors, Religious Activities and Education"
51,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51,2,47-5081.00,Helpers--Extraction Workers
51,4,27-2012.05,Media Technical Directors/Managers
51,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
51,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
51,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
50,2,49-3022.00,Automotive Glass Installers and Repairers
50,1,35-9021.00,Dishwashers
50,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
50,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
50,2,39-4021.00,Funeral Attendants
50,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
49,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
49,2,51-3021.00,Butchers and Meat Cutters
49,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
49,2,43-3041.00,Gambling Cage Workers
49,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
49,2,43-9071.00,"Office Machine Operators, Except Computer"
49,2,53-7062.04,Recycling and Reclamation Workers
48,2,53-6011.00,Bridge and Lock Tenders
48,1,51-6011.00,Laundry and Dry-Cleaning Workers
48,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
48,4,43-9081.00,Proofreaders and Copy Markers
48,2,41-9041.00,Telemarketers
47,2,39-6011.00,Baggage Porters and Bellhops
47,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
47,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
47,2,53-3031.00,Driver/Sales Workers
47,2,53-3033.00,Light Truck Drivers
47,2,31-1132.00,Orderlies
47,2,35-3031.00,Waiters and Waitresses
46,2,51-9198.00,Helpers--Production Workers
46,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
46,2,47-2082.00,Tapers
46,2,51-9197.00,Tire Builders
45,2,53-7031.00,Dredge Operators
45,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
45,2,53-7063.00,Machine Feeders and Offbearers
45,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
45,1,51-9123.00,"Painting, Coating, and Decorating Workers"
45,2,47-2044.00,Tile and Stone Setters
44,2,41-9011.00,Demonstrators and Product Promoters
44,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
44,2,39-5092.00,Manicurists and Pedicurists
44,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
43,2,51-2022.00,Electrical and Electronic Equipment Assemblers
43,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
43,2,53-7065.00,Stockers and Order Fillers
42,2,43-5021.00,Couriers and Messengers
42,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
42,2,53-5011.00,Sailors and Marine Oilers
42,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
41,1,35-3023.01,Baristas
41,2,51-6041.00,Shoe and Leather Workers and Repairers
41,2,33-9093.00,Transportation Security Screeners
40,1,39-3091.00,Amusement and Recreation Attendants
40,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
40,2,33-9032.00,Security Guards
40,1,51-6031.00,Sewing Machine Operators
39,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
38,1,53-7011.00,Conveyor Operators and Tenders
37,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
36,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
36,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
35,2,53-6021.00,Parking Attendants
34,2,47-2061.00,Construction Laborers
34,1,51-9031.00,"Cutters and Trimmers, Hand"
33,1,45-2041.00,"Graders and Sorters, Agricultural Products"
19,2,41-9012.00,Models
