Context,Job Zone,Code,Occupation
66,4,15-1299.09,Information Technology Project Managers
66,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
66,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
66,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
66,4,17-2199.05,Mechatronics Engineers
66,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
66,2,53-7064.00,"Packers and Packagers, Hand"
66,4,11-3061.00,Purchasing Managers
66,4,39-9032.00,Recreation Workers
66,2,53-5011.00,Sailors and Marine Oilers
66,4,11-2022.00,Sales Managers
66,2,47-2082.00,Tapers
66,3,39-7011.00,Tour Guides and Escorts
65,4,15-2011.00,Actuaries
65,2,49-3022.00,Automotive Glass Installers and Repairers
65,2,51-3011.00,Bakers
65,2,43-3021.00,Billing and Posting Clerks
65,2,51-7011.00,Cabinetmakers and Bench Carpenters
65,5,25-4012.00,Curators
65,2,53-3031.00,Driver/Sales Workers
65,2,51-7021.00,Furniture Finishers
65,5,13-1111.00,Management Analysts
65,5,21-1023.00,Mental Health and Substance Abuse Social Workers
65,2,51-5113.00,Print Binding and Finishing Workers
65,4,43-9081.00,Proofreaders and Copy Markers
65,5,19-3034.00,School Psychologists
65,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
65,2,53-7065.00,Stockers and Order Fillers
65,4,11-3071.04,Supply Chain Managers
65,3,29-9093.00,Surgical Assistants
65,2,51-2092.00,Team Assemblers
65,4,27-3042.00,Technical Writers
65,4,11-9199.10,Wind Energy Development Managers
65,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
65,5,19-1023.00,Zoologists and Wildlife Biologists
64,4,19-2021.00,Atmospheric and Space Scientists
64,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
64,2,43-4031.00,"Court, Municipal, and License Clerks"
64,3,17-3012.00,Electrical and Electronics Drafters
64,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
64,4,29-1128.00,Exercise Physiologists
64,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
64,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
64,3,27-1022.00,Fashion Designers
64,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
64,2,51-3093.00,Food Cooking Machine Operators and Tenders
64,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
64,2,47-3012.00,Helpers--Carpenters
64,3,25-2011.00,"Preschool Teachers, Except Special Education"
64,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
64,3,39-9041.00,Residential Advisors
64,4,17-2199.08,Robotics Engineers
64,2,47-5043.00,"Roof Bolters, Mining"
64,5,25-1067.00,"Sociology Teachers, Postsecondary"
64,4,27-3043.00,Writers and Authors
63,3,19-4012.00,Agricultural Technicians
63,5,29-1071.01,Anesthesiologist Assistants
63,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
63,4,11-9121.01,Clinical Research Coordinators
63,4,15-1241.00,Computer Network Architects
63,4,15-1231.00,Computer Network Support Specialists
63,2,39-3092.00,Costume Attendants
63,1,35-9021.00,Dishwashers
63,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
63,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
63,2,51-9198.00,Helpers--Production Workers
63,4,27-1025.00,Interior Designers
63,5,25-4022.00,Librarians and Media Collections Specialists
63,5,25-1082.00,"Library Science Teachers, Postsecondary"
63,4,13-1081.01,Logistics Engineers
63,2,43-6013.00,Medical Secretaries and Administrative Assistants
63,5,19-1022.00,Microbiologists
63,2,47-2141.00,"Painters, Construction and Maintenance"
63,3,27-4021.00,Photographers
63,2,31-2022.00,Physical Therapist Aides
63,2,51-4052.00,"Pourers and Casters, Metal"
63,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
63,3,49-9064.00,Watch and Clock Repairers
63,4,11-9121.02,Water Resource Specialists
62,5,25-2059.01,Adapted Physical Education Specialists
62,3,17-3027.01,Automotive Engineering Technicians
62,1,35-2011.00,"Cooks, Fast Food"
62,1,45-3031.00,Fishing and Hunting Workers
62,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
62,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
62,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
62,5,19-3092.00,Geographers
62,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
62,5,19-3093.00,Historians
62,5,17-2112.01,Human Factors Engineers and Ergonomists
62,4,17-1012.00,Landscape Architects
62,4,17-2121.00,Marine Engineers and Naval Architects
62,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
62,5,21-1014.00,Mental Health Counselors
62,5,25-1054.00,"Physics Teachers, Postsecondary"
62,2,43-5051.00,Postal Service Clerks
62,3,29-2053.00,Psychiatric Technicians
62,3,19-4099.01,Quality Control Analysts
62,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
62,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
62,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
61,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
61,2,43-5021.00,Couriers and Messengers
61,3,27-3092.00,Court Reporters and Simultaneous Captioners
61,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
61,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
61,5,13-2099.01,Financial Quantitative Analysts
61,4,11-9179.01,Fitness and Wellness Coordinators
61,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
61,4,13-1081.02,Logistics Analysts
61,3,29-2012.00,Medical and Clinical Laboratory Technicians
61,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
61,2,31-9095.00,Pharmacy Aides
61,3,17-3029.08,Photonics Technicians
61,4,13-1161.01,Search Marketing Strategists
61,3,25-3021.00,Self-Enrichment Teachers
61,2,51-6051.00,"Sewers, Hand"
61,4,15-1299.01,Web Administrators
60,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
60,5,17-1011.00,"Architects, Except Landscape and Naval"
60,1,35-3023.01,Baristas
60,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
60,3,27-2031.00,Dancers
60,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
60,4,13-2061.00,Financial Examiners
60,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
60,3,49-9043.00,"Maintenance Workers, Machinery"
60,3,17-3027.00,Mechanical Engineering Technologists and Technicians
60,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
60,5,15-2031.00,Operations Research Analysts
60,4,17-2199.11,Solar Energy Systems Engineers
59,3,49-9061.00,Camera and Photographic Equipment Repairers
59,3,27-4031.00,"Camera Operators, Television, Video, and Film"
59,4,17-1021.00,Cartographers and Photogrammetrists
59,3,19-4031.00,Chemical Technicians
59,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
59,2,27-1023.00,Floral Designers
59,2,51-4071.00,Foundry Mold and Coremakers
59,4,27-1024.00,Graphic Designers
59,3,47-4041.00,Hazardous Materials Removal Workers
59,5,25-9031.00,Instructional Coordinators
59,4,17-2112.03,Manufacturing Engineers
59,4,25-4013.00,Museum Technicians and Conservators
59,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
59,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
59,5,25-1066.00,"Psychology Teachers, Postsecondary"
59,4,11-9199.01,Regulatory Affairs Managers
59,3,39-5094.00,Skincare Specialists
59,2,51-9197.00,Tire Builders
59,2,35-3031.00,Waiters and Waitresses
58,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
58,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
58,4,15-2051.01,Business Intelligence Analysts
58,2,39-9011.00,Childcare Workers
58,4,27-2032.00,Choreographers
58,2,43-9021.00,Data Entry Keyers
58,5,29-1031.00,Dietitians and Nutritionists
58,2,39-3012.00,Gambling and Sports Book Writers and Runners
58,4,17-1022.01,Geodetic Surveyors
58,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
58,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
58,4,13-1161.00,Market Research Analysts and Marketing Specialists
58,4,17-2161.00,Nuclear Engineers
58,3,29-2099.08,Patient Representatives
58,3,15-1241.01,Telecommunications Engineering Specialists
58,2,41-9041.00,Telemarketers
58,4,19-3099.01,Transportation Planners
58,4,17-2112.02,Validation Engineers
58,4,17-2051.02,Water/Wastewater Engineers
58,4,17-2199.10,Wind Energy Engineers
57,3,17-3011.00,Architectural and Civil Drafters
57,4,17-2041.00,Chemical Engineers
57,5,25-1052.00,"Chemistry Teachers, Postsecondary"
57,4,15-1211.00,Computer Systems Analysts
57,4,15-1243.00,Database Architects
57,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
57,2,51-2022.00,Electrical and Electronic Equipment Assemblers
57,4,17-2081.00,Environmental Engineers
57,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
57,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
57,3,51-9071.06,Gem and Diamond Workers
57,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
57,5,17-2199.06,Microsystems Engineers
57,4,29-1129.02,Music Therapists
57,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
57,2,47-2171.00,Reinforcing Iron and Rebar Workers
57,3,47-2022.00,Stonemasons
57,4,25-3041.00,Tutors
57,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
57,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
56,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
56,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
56,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
56,4,17-2031.00,Bioengineers and Biomedical Engineers
56,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
56,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
56,3,27-2042.00,Musicians and Singers
56,5,11-9121.00,Natural Sciences Managers
56,3,23-2011.00,Paralegals and Legal Assistants
56,2,53-6021.00,Parking Attendants
56,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
56,2,51-9151.00,Photographic Process Workers and Processing Machine Operators
56,5,19-3094.00,Political Scientists
56,4,19-1031.02,Range Managers
56,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
56,4,43-9111.00,Statistical Assistants
56,4,13-1151.00,Training and Development Specialists
56,2,47-4099.03,Weatherization Installers and Technicians
56,3,15-1254.00,Web Developers
55,1,39-3091.00,Amusement and Recreation Attendants
55,5,25-1063.00,"Economics Teachers, Postsecondary"
55,5,25-1032.00,"Engineering Teachers, Postsecondary"
55,5,25-1123.00,"English Language and Literature Teachers, Postsecondary"
55,4,15-1212.00,Information Security Analysts
55,3,51-4062.00,"Patternmakers, Metal and Plastic"
55,2,51-9141.00,Semiconductor Processing Technicians
55,5,19-3041.00,Sociologists
55,3,31-9099.01,Speech-Language Pathology Assistants
55,2,47-2053.00,Terrazzo Workers and Finishers
55,2,51-6093.00,Upholsterers
54,2,45-2021.00,Animal Breeders
54,5,19-1029.01,Bioinformatics Scientists
54,3,51-9161.00,Computer Numerically Controlled Tool Operators
54,3,43-9031.00,Desktop Publishers
54,2,51-9194.00,Etchers and Engravers
54,2,51-4192.00,"Layout Workers, Metal and Plastic"
54,3,17-3013.00,Mechanical Drafters
54,2,53-7062.04,Recycling and Reclamation Workers
54,4,13-1041.07,Regulatory Affairs Specialists
53,3,35-2013.00,"Cooks, Private Household"
53,4,15-1299.03,Document Management Specialists
53,4,13-1041.01,Environmental Compliance Inspectors
53,4,15-1299.02,Geographic Information Systems Technologists and Technicians
53,5,19-2032.00,Materials Scientists
53,5,25-1113.00,"Social Work Teachers, Postsecondary"
53,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
53,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
52,1,45-2041.00,"Graders and Sorters, Agricultural Products"
52,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
52,4,15-1244.00,Network and Computer Systems Administrators
52,2,43-9061.00,"Office Clerks, General"
52,2,51-6042.00,Shoe Machine Operators and Tenders
52,4,13-1199.05,Sustainability Specialists
51,4,15-2051.02,Clinical Data Managers
51,5,15-1221.00,Computer and Information Research Scientists
51,5,19-1041.00,Epidemiologists
51,4,19-1012.00,Food Scientists and Technologists
51,5,19-1029.03,Geneticists
51,3,17-3024.01,Robotics Technicians
51,2,51-6041.00,Shoe and Leather Workers and Repairers
51,4,15-1253.00,Software Quality Assurance Analysts and Testers
50,4,17-2011.00,Aerospace Engineers
50,5,25-1031.00,"Architecture Teachers, Postsecondary"
50,4,15-1242.00,Database Administrators
50,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
50,3,51-5111.00,Prepress Technicians and Workers
50,2,49-3043.00,Rail Car Repairers
50,4,19-4099.03,Remote Sensing Technicians
50,5,27-1027.00,Set and Exhibit Designers
49,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
49,2,41-9012.00,Models
49,5,19-3051.00,Urban and Regional Planners
49,4,15-1255.01,Video Game Designers
48,3,39-5011.00,Barbers
48,5,19-2041.01,Climate Change Policy Analysts
48,2,35-2015.00,"Cooks, Short Order"
48,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
48,5,19-3011.00,Economists
48,5,25-1064.00,"Geography Teachers, Postsecondary"
48,4,17-2131.00,Materials Engineers
48,5,19-3022.00,Survey Researchers
47,5,15-2041.01,Biostatisticians
47,2,35-2014.00,"Cooks, Restaurant"
47,4,15-1243.01,Data Warehousing Specialists
47,5,17-2141.01,Fuel Cell Engineers
47,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
47,2,51-3023.00,Slaughterers and Meat Packers
47,5,19-1013.00,Soil and Plant Scientists
47,5,25-9044.00,"Teaching Assistants, Postsecondary"
46,2,47-3016.00,Helpers--Roofers
46,5,19-2041.03,Industrial Ecologists
46,1,51-6011.00,Laundry and Dry-Cleaning Workers
46,3,43-6012.00,Legal Secretaries and Administrative Assistants
46,2,43-9071.00,"Office Machine Operators, Except Computer"
46,1,51-9123.00,"Painting, Coating, and Decorating Workers"
45,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45,3,49-9041.00,Industrial Machinery Mechanics
45,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
45,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
45,5,19-2099.01,Remote Sensing Scientists and Technologists
45,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
44,5,19-3091.00,Anthropologists and Archeologists
44,5,19-2041.02,Environmental Restoration Planners
44,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
44,2,47-4031.00,Fence Erectors
44,4,27-4032.00,Film and Video Editors
44,2,51-3092.00,Food Batchmakers
43,1,45-2091.00,Agricultural Equipment Operators
43,1,37-3011.00,Landscaping and Groundskeeping Workers
42,5,25-4011.00,Archivists
42,5,19-2011.00,Astronomers
42,4,15-2099.01,Bioinformatics Technicians
42,1,51-9022.00,"Grinding and Polishing Workers, Hand"
42,2,53-7063.00,Machine Feeders and Offbearers
42,1,37-2012.00,Maids and Housekeeping Cleaners
42,1,51-6031.00,Sewing Machine Operators
42,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
41,4,19-4021.00,Biological Technicians
41,5,19-2043.00,Hydrologists
41,5,17-2199.09,Nanosystems Engineers
40,5,19-1029.02,Molecular and Cellular Biologists
40,2,43-9022.00,Word Processors and Typists
39,4,17-2061.00,Computer Hardware Engineers
39,5,15-2021.00,Mathematicians
39,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
39,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
39,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
38,4,13-1199.04,Business Continuity Planners
38,5,15-2041.00,Statisticians
37,3,27-1012.00,Craft Artists
37,2,51-2023.00,Electromechanical Equipment Assemblers
37,5,19-2012.00,Physicists
36,2,51-2051.00,Fiberglass Laminators and Fabricators
36,1,47-5051.00,"Rock Splitters, Quarry"
35,3,49-2097.00,Audiovisual Equipment Installers and Repairers
35,4,17-2199.07,Photonics Engineers
34,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
33,4,15-1251.00,Computer Programmers
32,5,19-3011.01,Environmental Economists
32,4,19-4061.00,Social Science Research Assistants
30,2,43-4071.00,File Clerks
30,4,27-3043.05,"Poets, Lyricists and Creative Writers"
26,1,51-9031.00,"Cutters and Trimmers, Hand"
26,2,39-5092.00,Manicurists and Pedicurists
26,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
12,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
