Importance,Job Zone,Code,Occupation
72,5,29-1221.00,"Pediatricians, General"
72,2,51-5113.00,Print Binding and Finishing Workers
72,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers"
72,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
72,2,53-4031.00,Railroad Conductors and Yardmasters
72,4,27-3042.00,Technical Writers
72,2,49-3093.00,Tire Repairers and Changers
72,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
72,2,53-7073.00,Wellhead Pumpers
71,4,13-2011.00,Accountants and Auditors
71,4,17-2021.00,Agricultural Engineers
71,2,45-2011.00,Agricultural Inspectors
71,1,39-3091.00,Amusement and Recreation Attendants
71,5,19-1011.00,Animal Scientists
71,2,53-6031.00,Automotive and Watercraft Service Attendants
71,2,35-3011.00,Bartenders
71,2,43-3021.00,Billing and Posting Clerks
71,5,19-1029.04,Biologists
71,2,47-2031.00,Carpenters
71,4,17-1021.00,Cartographers and Photogrammetrists
71,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
71,4,15-1241.00,Computer Network Architects
71,3,35-2013.00,"Cooks, Private Household"
71,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
71,2,51-9081.00,Dental Laboratory Technicians
71,4,13-1041.01,Environmental Compliance Inspectors
71,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
71,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
71,5,13-2099.01,Financial Quantitative Analysts
71,4,19-1012.00,Food Scientists and Technologists
71,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
71,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
71,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
71,2,39-5092.00,Manicurists and Pedicurists
71,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
71,3,17-3013.00,Mechanical Drafters
71,3,31-9094.00,Medical Transcriptionists
71,5,17-2199.06,Microsystems Engineers
71,2,41-9012.00,Models
71,2,43-3051.00,Payroll and Timekeeping Clerks
71,4,13-2052.00,Personal Financial Advisors
71,4,17-2199.07,Photonics Engineers
71,3,51-9195.05,"Potters, Manufacturing"
71,2,51-8013.00,Power Plant Operators
71,2,49-3092.00,Recreational Vehicle Service Technicians
71,5,19-2099.01,Remote Sensing Scientists and Technologists
71,2,47-2181.00,Roofers
71,4,43-9111.00,Statistical Assistants
71,2,47-2221.00,Structural Iron and Steel Workers
71,5,19-3022.00,Survey Researchers
71,4,17-2051.01,Transportation Engineers
71,4,25-3041.00,Tutors
70,4,15-2011.00,Actuaries
70,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
70,2,47-5041.00,Continuous Mining Machine Operators
70,5,29-1031.00,Dietitians and Nutritionists
70,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
70,1,47-2043.00,Floor Sanders and Finishers
70,2,27-1023.00,Floral Designers
70,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
70,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
70,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
70,3,11-3051.06,Hydroelectric Production Managers
70,3,17-3026.00,Industrial Engineering Technologists and Technicians
70,4,13-2053.00,Insurance Underwriters
70,1,37-3011.00,Landscaping and Groundskeeping Workers
70,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
70,2,53-4011.00,Locomotive Engineers
70,4,17-2199.05,Mechatronics Engineers
70,3,49-3051.00,Motorboat Mechanics and Service Technicians
70,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
70,2,17-3029.01,Non-Destructive Testing Specialists
70,3,19-4051.02,Nuclear Monitoring Technicians
70,3,29-2081.00,"Opticians, Dispensing"
70,5,29-1041.00,Optometrists
70,2,41-2022.00,Parts Salespersons
70,3,51-7032.00,"Patternmakers, Wood"
70,3,17-3029.08,Photonics Technicians
70,4,19-4012.01,Precision Agriculture Technicians
70,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
70,5,29-1224.00,Radiologists
70,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
70,2,51-9141.00,Semiconductor Processing Technicians
70,2,43-2011.00,"Switchboard Operators, Including Answering Service"
70,2,51-2092.00,Team Assemblers
69,2,39-6011.00,Baggage Porters and Bellhops
69,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
69,2,53-3052.00,"Bus Drivers, Transit and Intercity"
69,3,19-4031.00,Chemical Technicians
69,5,19-2041.01,Climate Change Policy Analysts
69,4,15-2051.02,Clinical Data Managers
69,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
69,5,25-1081.00,"Education Teachers, Postsecondary"
69,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
69,4,29-1128.00,Exercise Physiologists
69,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
69,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
69,2,43-9041.00,Insurance Claims and Policy Processing Clerks
69,5,11-3031.03,Investment Fund Managers
69,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
69,2,45-4023.00,Log Graders and Scalers
69,2,53-5022.00,Motorboat Operators
69,2,43-9071.00,"Office Machine Operators, Except Computer"
69,2,51-9083.00,Ophthalmic Laboratory Technicians
69,2,37-2021.00,Pest Control Workers
69,2,47-2151.00,Pipelayers
69,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
69,2,49-3043.00,Rail Car Repairers
69,2,47-5043.00,"Roof Bolters, Mining"
69,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
69,5,19-1023.00,Zoologists and Wildlife Biologists
68,5,25-4011.00,Archivists
68,2,49-3021.00,Automotive Body and Related Repairers
68,2,49-3022.00,Automotive Glass Installers and Repairers
68,3,39-5011.00,Barbers
68,2,51-3021.00,Butchers and Meat Cutters
68,2,51-7011.00,Cabinetmakers and Bench Carpenters
68,3,53-7021.00,Crane and Tower Operators
68,2,33-9091.00,Crossing Guards and Flaggers
68,1,47-5011.00,"Derrick Operators, Oil and Gas"
68,3,47-4011.01,Energy Auditors
68,4,17-2081.00,Environmental Engineers
68,5,19-1041.00,Epidemiologists
68,2,43-5011.01,Freight Forwarders
68,2,39-3012.00,Gambling and Sports Book Writers and Runners
68,2,47-2121.00,Glaziers
68,2,47-3013.00,Helpers--Electricians
68,3,51-8013.04,Hydroelectric Plant Technicians
68,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
68,4,17-2131.00,Materials Engineers
68,3,51-4061.00,"Model Makers, Metal and Plastic"
68,2,39-3021.00,Motion Picture Projectionists
68,2,31-1132.00,Orderlies
68,4,17-2171.00,Petroleum Engineers
68,2,31-9095.00,Pharmacy Aides
68,2,47-2171.00,Reinforcing Iron and Rebar Workers
68,3,53-5031.00,Ship Engineers
68,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
68,4,19-3099.01,Transportation Planners
68,4,17-2051.02,Water/Wastewater Engineers
68,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
67,2,51-8099.01,Biofuels Processing Technicians
67,4,17-2051.00,Civil Engineers
67,2,53-7061.00,Cleaners of Vehicles and Equipment
67,3,51-9161.00,Computer Numerically Controlled Tool Operators
67,3,27-1012.00,Craft Artists
67,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
67,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
67,2,51-2023.00,Electromechanical Equipment Assemblers
67,2,51-2031.00,Engine and Other Machine Assemblers
67,2,51-2051.00,Fiberglass Laminators and Fabricators
67,5,19-1029.03,Geneticists
67,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
67,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
67,2,53-7041.00,Hoist and Winch Operators
67,2,49-9031.00,Home Appliance Repairers
67,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
67,3,51-4041.00,Machinists
67,5,19-2032.00,Materials Scientists
67,3,51-9082.00,Medical Appliance Technicians
67,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
67,4,17-2161.00,Nuclear Engineers
67,5,29-1023.00,Orthodontists
67,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
67,2,47-2072.00,Pile Driver Operators
67,2,43-5052.00,Postal Service Mail Carriers
67,2,53-7062.04,Recycling and Reclamation Workers
67,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
67,2,47-2211.00,Sheet Metal Workers
67,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
67,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
66,4,15-1243.00,Database Architects
66,2,47-4031.00,Fence Erectors
66,2,47-3012.00,Helpers--Carpenters
66,2,47-5081.00,Helpers--Extraction Workers
66,1,51-6011.00,Laundry and Dry-Cleaning Workers
66,3,43-6012.00,Legal Secretaries and Administrative Assistants
66,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
66,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
66,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
66,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
66,2,51-4052.00,"Pourers and Casters, Metal"
66,4,13-1041.07,Regulatory Affairs Specialists
66,3,49-9097.00,Signal and Track Switch Repairers
66,2,51-9197.00,Tire Builders
66,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
66,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
66,2,47-4099.03,Weatherization Installers and Technicians
65,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
65,3,49-3023.00,Automotive Service Technicians and Mechanics
65,2,51-8013.03,Biomass Plant Technicians
65,5,15-2041.01,Biostatisticians
65,2,47-2021.00,Brickmasons and Blockmasons
65,2,47-2041.00,Carpet Installers
65,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
65,1,35-9021.00,Dishwashers
65,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
65,2,51-9198.00,Helpers--Production Workers
65,5,19-2043.00,Hydrologists
65,3,13-1032.00,"Insurance Appraisers, Auto Damage"
65,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
65,5,23-1012.00,Judicial Law Clerks
65,3,17-3027.00,Mechanical Engineering Technologists and Technicians
65,2,53-6021.00,Parking Attendants
65,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
65,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
65,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
65,2,47-4091.00,Segmental Pavers
65,3,41-4011.07,Solar Sales Representatives and Assessors
65,3,51-8021.00,Stationary Engineers and Boiler Operators
65,3,17-3031.00,Surveying and Mapping Technicians
65,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
65,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
65,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
64,2,51-3011.00,Bakers
64,4,15-2099.01,Bioinformatics Technicians
64,4,17-2061.00,Computer Hardware Engineers
64,3,51-9162.00,Computer Numerically Controlled Tool Programmers
64,3,47-4011.00,Construction and Building Inspectors
64,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
64,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
64,2,51-3093.00,Food Cooking Machine Operators and Tenders
64,5,25-1064.00,"Geography Teachers, Postsecondary"
64,4,17-2121.00,Marine Engineers and Naval Architects
64,2,49-9011.00,Mechanical Door Repairers
64,3,51-4062.00,"Patternmakers, Metal and Plastic"
64,5,15-2041.00,Statisticians
64,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
63,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
63,2,51-9194.00,Etchers and Engravers
63,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
63,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
63,1,45-3031.00,Fishing and Hunting Workers
63,4,17-1022.01,Geodetic Surveyors
63,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
63,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
63,5,19-2041.03,Industrial Ecologists
63,2,51-4192.00,"Layout Workers, Metal and Plastic"
63,2,53-3033.00,Light Truck Drivers
63,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
63,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
63,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
63,2,51-5112.00,Printing Press Operators
63,4,43-9081.00,Proofreaders and Copy Markers
63,2,53-5011.00,Sailors and Marine Oilers
63,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
63,2,47-2053.00,Terrazzo Workers and Finishers
63,4,11-9121.02,Water Resource Specialists
62,4,13-2023.00,Appraisers and Assessors of Real Estate
62,1,47-2051.00,Cement Masons and Concrete Finishers
62,2,41-2021.00,Counter and Rental Clerks
62,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
62,2,47-2081.00,Drywall and Ceiling Tile Installers
62,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
62,1,35-2021.00,Food Preparation Workers
62,2,51-4071.00,Foundry Mold and Coremakers
62,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
62,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
62,2,33-9032.00,Security Guards
62,4,17-2199.11,Solar Energy Systems Engineers
62,2,51-6093.00,Upholsterers
61,3,49-2097.00,Audiovisual Equipment Installers and Repairers
61,2,43-5021.00,Couriers and Messengers
61,2,51-2022.00,Electrical and Electronic Equipment Assemblers
61,5,17-2141.01,Fuel Cell Engineers
61,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
61,2,51-7021.00,Furniture Finishers
61,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
61,5,15-2021.00,Mathematicians
61,5,19-2012.00,Physicists
61,1,47-5071.00,"Roustabouts, Oil and Gas"
61,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
61,1,51-6031.00,Sewing Machine Operators
61,2,53-7065.00,Stockers and Order Fillers
61,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
60,1,35-3023.01,Baristas
60,2,47-2061.00,Construction Laborers
60,2,13-1074.00,Farm Labor Contractors
60,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
60,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
60,2,43-5041.00,"Meter Readers, Utilities"
60,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
60,1,47-2161.00,Plasterers and Stucco Masons
60,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
59,2,45-2021.00,Animal Breeders
59,3,47-2011.00,Boilermakers
59,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
59,2,53-7031.00,Dredge Operators
59,1,51-9022.00,"Grinding and Polishing Workers, Hand"
59,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
59,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
59,3,49-9064.00,Watch and Clock Repairers
58,3,49-9061.00,Camera and Photographic Equipment Repairers
58,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
58,5,29-2011.02,Cytotechnologists
58,2,47-4051.00,Highway Maintenance Workers
58,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
58,2,51-6051.00,"Sewers, Hand"
57,1,45-2091.00,Agricultural Equipment Operators
57,2,43-3011.00,Bill and Account Collectors
57,3,51-9071.06,Gem and Diamond Workers
57,2,53-7051.00,Industrial Truck and Tractor Operators
57,2,53-7063.00,Machine Feeders and Offbearers
57,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
57,2,37-3013.00,Tree Trimmers and Pruners
56,1,35-2011.00,"Cooks, Fast Food"
56,5,25-1063.00,"Economics Teachers, Postsecondary"
56,5,19-3011.00,Economists
56,5,19-3011.01,Environmental Economists
56,3,41-3041.00,Travel Agents
55,5,19-3094.00,Political Scientists
55,2,47-2231.00,Solar Photovoltaic Installers
55,2,47-2044.00,Tile and Stone Setters
54,2,51-6041.00,Shoe and Leather Workers and Repairers
53,2,53-6011.00,Bridge and Lock Tenders
53,1,51-9031.00,"Cutters and Trimmers, Hand"
53,1,47-5051.00,"Rock Splitters, Quarry"
53,3,47-2022.00,Stonemasons
50,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
49,2,51-8091.00,Chemical Plant and System Operators
48,1,51-9123.00,"Painting, Coating, and Decorating Workers"
46,2,47-2082.00,Tapers
42,1,45-2041.00,"Graders and Sorters, Agricultural Products"
