Importance,Level,Job Zone,Code,Occupation
78,63,3,29-2053.00,Psychiatric Technicians
77,77,4,27-3023.00,"News Analysts, Reporters, and Journalists"
77,76,3,47-1011.03,Solar Energy Installation Managers
77,75,4,13-1081.02,Logistics Analysts
77,75,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
77,74,3,33-3021.00,Detectives and Criminal Investigators
77,73,3,11-3051.02,Geothermal Production Managers
77,73,3,33-3051.00,Police and Sheriff's Patrol Officers
77,72,5,21-2011.00,Clergy
77,72,4,13-2061.00,Financial Examiners
77,71,2,43-4171.00,Receptionists and Information Clerks
77,70,4,19-1032.00,Foresters
77,70,5,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
77,70,5,29-1299.02,Orthoptists
77,70,3,31-9097.00,Phlebotomists
77,69,5,17-2199.06,Microsystems Engineers
77,69,5,29-1123.00,Physical Therapists
77,69,4,15-1255.01,Video Game Designers
77,68,4,27-4032.00,Film and Video Editors
77,68,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
77,68,2,31-2022.00,Physical Therapist Aides
77,67,3,43-4061.00,"Eligibility Interviewers, Government Programs"
77,66,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
77,65,3,29-2051.00,Dietetic Technicians
77,65,5,29-1131.00,Veterinarians
77,63,3,43-4141.00,New Accounts Clerks
76,81,5,17-2112.01,Human Factors Engineers and Ergonomists
76,78,4,25-2032.00,"Career/Technical Education Teachers, Secondary School"
76,76,3,53-6051.01,Aviation Inspectors
76,76,3,33-1011.00,First-Line Supervisors of Correctional Officers
76,75,5,19-2041.01,Climate Change Policy Analysts
76,75,4,21-1093.00,Social and Human Service Assistants
76,74,4,11-9021.00,Construction Managers
76,74,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists
76,74,3,31-9099.01,Speech-Language Pathology Assistants
76,73,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
76,72,4,11-3031.00,Financial Managers
76,72,5,19-3093.00,Historians
76,72,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
76,72,3,27-2042.00,Musicians and Singers
76,71,2,45-2011.00,Agricultural Inspectors
76,70,1,35-3023.01,Baristas
76,70,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
76,70,5,29-1031.00,Dietitians and Nutritionists
76,70,2,31-1133.00,Psychiatric Aides
76,66,3,29-2099.05,Ophthalmic Medical Technologists
76,65,3,25-2011.00,"Preschool Teachers, Except Special Education"
75,76,5,25-1122.00,"Communications Teachers, Postsecondary"
75,75,4,11-2011.00,Advertising and Promotions Managers
75,73,4,13-2031.00,Budget Analysts
75,72,3,43-4131.00,Loan Interviewers and Clerks
75,71,2,11-9131.00,Postmasters and Mail Superintendents
75,70,2,35-3011.00,Bartenders
75,69,5,25-2059.01,Adapted Physical Education Specialists
75,69,5,25-1081.00,"Education Teachers, Postsecondary"
75,69,4,17-2171.00,Petroleum Engineers
75,69,5,29-1222.00,"Physicians, Pathologists"
75,65,5,29-1127.00,Speech-Language Pathologists
75,64,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
75,64,2,41-2031.00,Retail Salespersons
75,64,2,47-4091.00,Segmental Pavers
75,57,2,43-6013.00,Medical Secretaries and Administrative Assistants
74,79,3,45-4011.00,Forest and Conservation Workers
74,76,5,19-2041.02,Environmental Restoration Planners
74,76,5,19-1023.00,Zoologists and Wildlife Biologists
74,75,5,25-4011.00,Archivists
74,75,4,15-1299.08,Computer Systems Engineers/Architects
74,75,3,29-1124.00,Radiation Therapists
74,74,4,17-2141.02,Automotive Engineers
74,74,4,17-2111.02,Fire-Prevention and Protection Engineers
74,74,5,25-1125.00,"History Teachers, Postsecondary"
74,72,4,15-1231.00,Computer Network Support Specialists
74,71,4,13-1041.01,Environmental Compliance Inspectors
74,71,4,27-1024.00,Graphic Designers
74,70,5,29-1211.00,Anesthesiologists
74,70,4,11-1021.00,General and Operations Managers
74,70,5,19-3022.00,Survey Researchers
74,69,3,29-2099.01,Neurodiagnostic Technologists
74,69,3,29-2034.00,Radiologic Technologists and Technicians
74,68,2,43-4021.00,Correspondence Clerks
74,68,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
74,68,5,29-1241.00,"Ophthalmologists, Except Pediatric"
74,67,2,43-9022.00,Word Processors and Typists
74,65,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks"
74,65,3,27-1026.00,Merchandise Displayers and Window Trimmers
74,65,3,29-2033.00,Nuclear Medicine Technologists
74,64,3,29-2057.00,Ophthalmic Medical Technicians
74,61,3,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians
74,61,3,29-2052.00,Pharmacy Technicians
74,60,3,39-7011.00,Tour Guides and Escorts
73,76,5,19-1041.00,Epidemiologists
73,73,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
73,73,5,25-1064.00,"Geography Teachers, Postsecondary"
73,73,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors
73,72,4,11-3021.00,Computer and Information Systems Managers
73,72,5,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
73,70,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
73,70,2,41-2022.00,Parts Salespersons
73,70,4,17-2051.02,Water/Wastewater Engineers
73,69,3,35-1011.00,Chefs and Head Cooks
73,69,3,29-2055.00,Surgical Technologists
73,68,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
73,68,5,29-1051.00,Pharmacists
73,68,2,33-9099.02,Retail Loss Prevention Specialists
73,68,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
73,67,5,29-1011.00,Chiropractors
73,67,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
73,66,4,11-3051.04,Biomass Power Plant Managers
73,66,4,13-1161.01,Search Marketing Strategists
73,64,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
73,64,3,31-9094.00,Medical Transcriptionists
73,61,3,33-3011.00,Bailiffs
73,61,3,35-2013.00,"Cooks, Private Household"
73,61,4,15-1299.03,Document Management Specialists
73,59,3,31-1131.00,Nursing Assistants
73,59,2,43-2011.00,"Switchboard Operators, Including Answering Service"
73,59,3,41-3041.00,Travel Agents
72,74,5,19-1011.00,Animal Scientists
72,74,5,19-1029.04,Biologists
72,74,4,11-9121.01,Clinical Research Coordinators
72,74,2,43-5031.00,Public Safety Telecommunicators
72,73,4,19-1031.03,Park Naturalists
72,73,5,29-1081.00,Podiatrists
72,72,3,11-9199.09,Wind Energy Operations Managers
72,70,4,17-2081.00,Environmental Engineers
72,69,4,11-3051.00,Industrial Production Managers
72,68,2,27-2021.00,Athletes and Sports Competitors
72,68,2,51-9011.00,Chemical Equipment Operators and Tenders
72,68,2,41-2012.00,Gambling Change Persons and Booth Cashiers
72,68,4,17-2112.03,Manufacturing Engineers
72,68,2,33-3041.00,Parking Enforcement Workers
72,67,4,27-1021.00,Commercial and Industrial Designers
72,66,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
72,66,3,33-9021.00,Private Detectives and Investigators
72,65,2,39-4021.00,Funeral Attendants
72,64,2,53-5022.00,Motorboat Operators
72,62,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
72,62,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
72,60,2,31-1122.00,Personal Care Aides
72,60,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
71,76,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
71,74,4,17-1021.00,Cartographers and Photogrammetrists
71,72,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
71,71,2,43-5011.01,Freight Forwarders
71,71,5,25-1054.00,"Physics Teachers, Postsecondary"
71,70,2,39-2011.00,Animal Trainers
71,69,3,39-4011.00,Embalmers
71,68,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
71,64,4,27-1014.00,Special Effects Artists and Animators
71,63,2,31-1121.00,Home Health Aides
71,60,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
71,60,3,29-2032.00,Diagnostic Medical Sonographers
71,58,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
70,71,4,15-2051.02,Clinical Data Managers
70,71,3,13-1041.08,Customs Brokers
70,71,5,25-9044.00,"Teaching Assistants, Postsecondary"
70,70,4,17-2021.00,Agricultural Engineers
70,70,3,43-6012.00,Legal Secretaries and Administrative Assistants
70,69,5,11-9041.00,Architectural and Engineering Managers
70,69,3,43-4011.00,Brokerage Clerks
70,69,2,41-1011.00,First-Line Supervisors of Retail Sales Workers
70,69,4,15-1253.00,Software Quality Assurance Analysts and Testers
70,68,4,15-1299.02,Geographic Information Systems Technologists and Technicians
70,68,5,25-1082.00,"Library Science Teachers, Postsecondary"
70,68,3,39-5094.00,Skincare Specialists
70,67,3,47-4021.00,Elevator and Escalator Installers and Repairers
70,66,3,29-2031.00,Cardiovascular Technologists and Technicians
70,66,3,51-8013.04,Hydroelectric Plant Technicians
70,66,1,45-4022.00,Logging Equipment Operators
