Importance,Level,Job Zone,Code,Occupation
72,62,3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
72,61,4,17-2112.00,Industrial Engineers
72,61,4,17-2141.00,Mechanical Engineers
72,60,2,47-2151.00,Pipelayers
72,59,4,25-2023.00,"Career/Technical Education Teachers, Middle School"
72,59,3,51-9161.00,Computer Numerically Controlled Tool Operators
72,59,4,19-4092.00,Forensic Science Technicians
72,59,4,25-4013.00,Museum Technicians and Conservators
72,58,2,49-9099.01,Geothermal Technicians
72,58,3,51-4041.00,Machinists
72,56,3,27-4031.00,"Camera Operators, Television, Video, and Film"
72,56,2,53-7081.00,Refuse and Recyclable Material Collectors
72,48,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
71,82,3,31-9092.00,Medical Assistants
71,78,5,29-1229.03,Urologists
71,74,2,31-1133.00,Psychiatric Aides
71,71,3,29-2034.00,Radiologic Technologists and Technicians
71,70,4,17-1022.01,Geodetic Surveyors
71,69,3,31-9097.00,Phlebotomists
71,67,4,25-2058.00,"Special Education Teachers, Secondary School"
71,66,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
71,65,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
71,65,2,49-9051.00,Electrical Power-Line Installers and Repairers
71,65,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
71,64,5,29-1024.00,Prosthodontists
71,63,4,11-9199.02,Compliance Managers
71,63,2,53-4041.00,Subway and Streetcar Operators
71,63,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
71,62,2,47-3013.00,Helpers--Electricians
71,61,2,39-4021.00,Funeral Attendants
71,61,3,17-3027.00,Mechanical Engineering Technologists and Technicians
71,61,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
71,60,2,53-5022.00,Motorboat Operators
71,60,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
71,57,2,53-3052.00,"Bus Drivers, Transit and Intercity"
71,57,2,11-9131.00,Postmasters and Mail Superintendents
71,56,2,47-2053.00,Terrazzo Workers and Finishers
71,53,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
71,52,2,35-2014.00,"Cooks, Restaurant"
70,77,5,29-1131.00,Veterinarians
70,76,4,11-3021.00,Computer and Information Systems Managers
70,72,3,39-4011.00,Embalmers
70,71,3,29-2033.00,Nuclear Medicine Technologists
70,69,3,47-4021.00,Elevator and Escalator Installers and Repairers
70,68,5,17-2141.01,Fuel Cell Engineers
70,68,5,11-9111.00,Medical and Health Services Managers
70,67,3,31-2011.00,Occupational Therapy Assistants
70,66,3,53-7021.00,Crane and Tower Operators
70,66,1,51-9022.00,"Grinding and Polishing Workers, Hand"
70,65,3,17-3027.01,Automotive Engineering Technicians
70,65,4,13-1199.04,Business Continuity Planners
70,65,3,29-2035.00,Magnetic Resonance Imaging Technologists
70,64,3,33-3021.00,Detectives and Criminal Investigators
70,63,4,11-3131.00,Training and Development Managers
70,62,3,11-3012.00,Administrative Services Managers
70,62,3,17-3022.00,Civil Engineering Technologists and Technicians
70,60,3,19-4071.00,Forest and Conservation Technicians
70,60,2,47-3016.00,Helpers--Roofers
70,60,2,43-4121.00,"Library Assistants, Clerical"
70,60,4,13-1081.02,Logistics Analysts
70,60,3,33-9021.00,Private Detectives and Investigators
70,59,2,49-3043.00,Rail Car Repairers
70,58,4,11-9151.00,Social and Community Service Managers
70,56,2,53-1042.01,Recycling Coordinators
70,55,2,39-2021.00,Animal Caretakers
70,55,2,33-3041.00,Parking Enforcement Workers
70,55,2,37-2021.00,Pest Control Workers
70,44,2,35-2012.00,"Cooks, Institution and Cafeteria"
69,74,3,31-1131.00,Nursing Assistants
69,72,2,31-1121.00,Home Health Aides
69,72,3,31-2012.00,Occupational Therapy Aides
69,71,3,29-2031.00,Cardiovascular Technologists and Technicians
69,71,5,29-1223.00,Psychiatrists
69,71,2,43-5031.00,Public Safety Telecommunicators
69,70,1,45-4022.00,Logging Equipment Operators
69,69,2,49-9095.00,Manufactured Building and Mobile Home Installers
69,68,5,11-9041.00,Architectural and Engineering Managers
69,68,5,17-2112.01,Human Factors Engineers and Ergonomists
69,67,4,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
69,67,5,19-1013.00,Soil and Plant Scientists
69,66,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
69,66,4,19-1032.00,Foresters
69,64,2,31-2022.00,Physical Therapist Aides
69,64,3,33-3052.00,Transit and Railroad Police
69,63,3,27-4012.00,Broadcast Technicians
69,63,3,17-3026.00,Industrial Engineering Technologists and Technicians
69,63,4,11-9199.10,Wind Energy Development Managers
69,61,3,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
69,61,4,11-9199.08,Loss Prevention Managers
69,60,2,51-9081.00,Dental Laboratory Technicians
69,60,2,49-3093.00,Tire Repairers and Changers
69,59,3,47-4041.00,Hazardous Materials Removal Workers
69,59,1,47-5071.00,"Roustabouts, Oil and Gas"
69,59,5,25-2051.00,"Special Education Teachers, Preschool"
69,58,2,49-3021.00,Automotive Body and Related Repairers
69,58,2,53-7051.00,Industrial Truck and Tractor Operators
69,57,2,31-1122.00,Personal Care Aides
69,56,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
69,56,3,51-8092.00,Gas Plant Operators
69,56,3,51-4111.00,Tool and Die Makers
69,55,2,45-2011.00,Agricultural Inspectors
69,55,2,51-4071.00,Foundry Mold and Coremakers
69,49,2,39-5093.00,Shampooers
69,49,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
69,44,1,45-2041.00,"Graders and Sorters, Agricultural Products"
69,42,2,53-7031.00,Dredge Operators
68,76,4,29-2011.00,Medical and Clinical Laboratory Technologists
68,74,5,29-1291.00,Acupuncturists
68,70,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
68,69,5,19-1029.02,Molecular and Cellular Biologists
68,69,4,11-9199.01,Regulatory Affairs Managers
68,69,3,15-1241.01,Telecommunications Engineering Specialists
68,66,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
68,66,5,29-1229.05,Preventive Medicine Physicians
68,65,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
68,65,5,25-9031.00,Instructional Coordinators
68,64,3,49-2091.00,Avionics Technicians
68,64,2,45-4023.00,Log Graders and Scalers
68,64,4,29-1129.02,Music Therapists
68,63,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
68,63,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
68,63,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
68,63,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
68,60,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
68,60,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
68,60,3,17-3013.00,Mechanical Drafters
68,60,4,27-2012.03,Media Programming Directors
68,59,4,21-1015.00,Rehabilitation Counselors
68,57,3,51-7032.00,"Patternmakers, Wood"
68,56,4,17-1021.00,Cartographers and Photogrammetrists
68,55,4,13-1041.01,Environmental Compliance Inspectors
68,54,3,27-4011.00,Audio and Video Technicians
68,54,4,25-2021.00,"Elementary School Teachers, Except Special Education"
68,52,4,27-1021.00,Commercial and Industrial Designers
68,48,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
67,71,4,15-1211.01,Health Informatics Specialists
67,70,4,19-4021.00,Biological Technicians
67,69,4,11-9121.02,Water Resource Specialists
67,68,5,11-1011.00,Chief Executives
67,68,3,29-1292.00,Dental Hygienists
67,68,3,29-2032.00,Diagnostic Medical Sonographers
67,68,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
67,66,2,51-7021.00,Furniture Finishers
67,65,4,29-2011.01,Cytogenetic Technologists
67,65,4,13-1081.00,Logisticians
67,65,3,31-9099.01,Speech-Language Pathology Assistants
67,64,4,19-2021.00,Atmospheric and Space Scientists
67,63,2,33-9011.00,Animal Control Workers
67,63,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
67,63,3,45-4011.00,Forest and Conservation Workers
67,62,2,33-3012.00,Correctional Officers and Jailers
67,61,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators"
67,61,2,47-4099.03,Weatherization Installers and Technicians
67,59,3,53-6041.00,Traffic Technicians
67,57,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
67,54,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
67,53,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
67,50,2,51-2051.00,Fiberglass Laminators and Fabricators
67,50,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
67,49,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
66,69,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
66,68,4,17-2141.02,Automotive Engineers
