Importance,Level,Job Zone,Code,Occupation
79,83,4,13-1161.00,Market Research Analysts and Marketing Specialists
79,80,5,13-2099.01,Financial Quantitative Analysts
79,80,4,15-1253.00,Software Quality Assurance Analysts and Testers
79,79,3,29-2032.00,Diagnostic Medical Sonographers
79,79,5,19-2043.00,Hydrologists
79,79,2,31-9093.00,Medical Equipment Preparers
79,78,4,15-1251.00,Computer Programmers
79,77,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
79,77,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses
79,76,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
79,76,3,29-2034.00,Radiologic Technologists and Technicians
79,75,4,11-9161.00,Emergency Management Directors
79,75,3,51-5111.00,Prepress Technicians and Workers
79,75,4,19-3099.01,Transportation Planners
79,74,3,29-2081.00,"Opticians, Dispensing"
79,74,5,29-2091.00,Orthotists and Prosthetists
79,73,5,25-1011.00,"Business Teachers, Postsecondary"
79,72,3,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
79,72,3,29-2056.00,Veterinary Technologists and Technicians
79,71,4,17-2051.00,Civil Engineers
79,71,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants
79,71,2,31-9095.00,Pharmacy Aides
79,70,4,29-1128.00,Exercise Physiologists
79,69,5,29-1011.00,Chiropractors
79,67,3,27-4031.00,"Camera Operators, Television, Video, and Film"
79,67,4,11-9151.00,Social and Community Service Managers
79,66,4,25-2021.00,"Elementary School Teachers, Except Special Education"
78,82,5,19-3011.00,Economists
78,81,4,15-1299.01,Web Administrators
78,80,3,53-2021.00,Air Traffic Controllers
78,79,5,15-2041.01,Biostatisticians
78,79,4,11-3031.01,Treasurers and Controllers
78,78,4,15-2051.01,Business Intelligence Analysts
78,76,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
78,74,3,29-1141.01,Acute Care Nurses
78,74,3,27-4012.00,Broadcast Technicians
78,74,4,19-4099.03,Remote Sensing Technicians
78,73,2,49-3021.00,Automotive Body and Related Repairers
78,73,3,33-3021.00,Detectives and Criminal Investigators
78,73,4,21-2021.00,"Directors, Religious Activities and Education"
78,73,3,11-9179.02,Spa Managers
78,72,5,19-3032.00,Industrial-Organizational Psychologists
78,72,3,29-2055.00,Surgical Technologists
78,70,4,27-1025.00,Interior Designers
78,69,3,13-1041.06,Coroners
78,68,4,27-3091.00,Interpreters and Translators
78,67,4,19-1031.03,Park Naturalists
78,66,2,43-9021.00,Data Entry Keyers
78,62,2,43-4121.00,"Library Assistants, Clerical"
78,58,3,29-2051.00,Dietetic Technicians
77,81,5,17-2141.01,Fuel Cell Engineers
77,80,4,17-2141.02,Automotive Engineers
77,79,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
77,79,3,15-1232.00,Computer User Support Specialists
77,78,5,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
77,77,4,17-2051.02,Water/Wastewater Engineers
77,76,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
77,76,5,25-9031.00,Instructional Coordinators
77,76,4,27-3042.00,Technical Writers
77,75,3,51-8013.04,Hydroelectric Plant Technicians
77,74,5,29-9099.01,Midwives
77,74,3,11-9199.09,Wind Energy Operations Managers
77,73,3,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
77,73,4,33-3031.00,Fish and Game Wardens
77,73,2,49-9031.00,Home Appliance Repairers
77,73,4,25-2057.00,"Special Education Teachers, Middle School"
77,72,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
77,71,4,13-2011.00,Accountants and Auditors
77,71,5,29-1299.02,Orthoptists
77,70,5,11-1011.00,Chief Executives
77,69,3,29-2057.00,Ophthalmic Medical Technicians
77,68,5,21-1013.00,Marriage and Family Therapists
77,68,3,29-2099.08,Patient Representatives
77,67,3,41-4011.07,Solar Sales Representatives and Assessors
77,66,2,53-1041.00,Aircraft Cargo Handling Supervisors
77,63,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
77,62,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
77,60,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
76,82,4,15-1212.00,Information Security Analysts
76,81,4,17-2072.01,Radio Frequency Identification Device Specialists
76,79,5,19-2041.03,Industrial Ecologists
76,78,3,47-4021.00,Elevator and Escalator Installers and Repairers
76,77,5,25-1052.00,"Chemistry Teachers, Postsecondary"
76,77,4,17-2199.07,Photonics Engineers
76,75,4,15-1211.00,Computer Systems Analysts
