Context,Job Zone,Code,Occupation
69,4,13-1071.00,Human Resources Specialists
69,5,19-3032.00,Industrial-Organizational Psychologists
69,4,25-2012.00,"Kindergarten Teachers, Except Special Education"
69,3,17-3013.00,Mechanical Drafters
69,3,27-1026.00,Merchandise Displayers and Window Trimmers
69,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education"
69,2,43-9061.00,"Office Clerks, General"
69,2,43-4171.00,Receptionists and Information Clerks
69,4,13-1041.07,Regulatory Affairs Specialists
69,4,13-1161.01,Search Marketing Strategists
69,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
69,1,51-6031.00,Sewing Machine Operators
69,4,17-2051.01,Transportation Engineers
69,4,15-1299.01,Web Administrators
68,5,29-1291.00,Acupuncturists
68,3,11-3012.00,Administrative Services Managers
68,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
68,5,29-1141.04,Clinical Nurse Specialists
68,4,11-3111.00,Compensation and Benefits Managers
68,5,15-1221.00,Computer and Information Research Scientists
68,5,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
68,4,21-2021.00,"Directors, Religious Activities and Education"
68,4,15-1299.03,Document Management Specialists
68,2,47-2081.00,Drywall and Ceiling Tile Installers
68,3,51-9071.06,Gem and Diamond Workers
68,2,47-4051.00,Highway Maintenance Workers
68,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
68,2,53-7063.00,Machine Feeders and Offbearers
68,3,49-9071.00,"Maintenance and Repair Workers, General"
68,4,17-2161.00,Nuclear Engineers
68,3,31-1131.00,Nursing Assistants
68,4,19-1031.03,Park Naturalists
68,3,29-2034.00,Radiologic Technologists and Technicians
68,4,41-9031.00,Sales Engineers
68,4,11-2022.00,Sales Managers
68,5,25-1067.00,"Sociology Teachers, Postsecondary"
68,5,29-1127.00,Speech-Language Pathologists
68,2,53-7065.00,Stockers and Order Fillers
68,3,17-3031.00,Surveying and Mapping Technicians
68,4,13-1151.00,Training and Development Specialists
68,3,41-3041.00,Travel Agents
68,2,37-3013.00,Tree Trimmers and Pruners
68,4,25-3041.00,Tutors
68,4,17-2051.02,Water/Wastewater Engineers
68,4,17-2199.10,Wind Energy Engineers
67,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
67,5,29-1129.01,Art Therapists
67,5,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
67,5,25-1011.00,"Business Teachers, Postsecondary"
67,3,49-9061.00,Camera and Photographic Equipment Repairers
67,5,19-3033.00,Clinical and Counseling Psychologists
67,4,27-2022.00,Coaches and Scouts
67,4,17-2061.00,Computer Hardware Engineers
67,3,15-1232.00,Computer User Support Specialists
67,4,19-4092.00,Forensic Science Technicians
67,4,13-1131.00,Fundraisers
67,4,15-1211.01,Health Informatics Specialists
67,3,49-9041.00,Industrial Machinery Mechanics
67,5,19-1042.00,"Medical Scientists, Except Epidemiologists"
67,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
67,2,41-2022.00,Parts Salespersons
67,4,17-2171.00,Petroleum Engineers
67,5,25-1054.00,"Physics Teachers, Postsecondary"
67,2,43-5051.00,Postal Service Clerks
67,2,53-1042.01,Recycling Coordinators
67,3,39-9041.00,Residential Advisors
67,3,17-3024.01,Robotics Technicians
67,3,31-9099.01,Speech-Language Pathology Assistants
67,4,27-2012.04,Talent Directors
67,3,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
67,4,19-3099.01,Transportation Planners
66,4,15-2011.00,Actuaries
66,3,19-4012.00,Agricultural Technicians
66,5,17-1011.00,"Architects, Except Landscape and Naval"
66,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
66,4,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
66,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
66,4,13-1041.01,Environmental Compliance Inspectors
66,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
66,5,25-9031.00,Instructional Coordinators
66,4,17-2112.03,Manufacturing Engineers
66,3,19-5012.00,Occupational Health and Safety Technicians
66,5,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
66,2,47-2072.00,Pile Driver Operators
66,4,29-1125.00,Recreational Therapists
66,4,43-9111.00,Statistical Assistants
65,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
65,5,29-9091.00,Athletic Trainers
65,5,29-1011.00,Chiropractors
65,3,27-1012.00,Craft Artists
65,4,15-1243.00,Database Architects
65,3,33-3021.00,Detectives and Criminal Investigators
65,4,17-2072.00,"Electronics Engineers, Except Computer"
65,5,25-1053.00,"Environmental Science Teachers, Postsecondary"
65,5,19-1041.00,Epidemiologists
65,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
65,2,43-4071.00,File Clerks
65,4,13-2061.00,Financial Examiners
65,2,49-9099.01,Geothermal Technicians
65,4,15-1212.00,Information Security Analysts
65,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
65,5,25-1082.00,"Library Science Teachers, Postsecondary"
65,5,25-1022.00,"Mathematical Science Teachers, Postsecondary"
65,5,29-1022.00,Oral and Maxillofacial Surgeons
65,5,29-1023.00,Orthodontists
65,2,31-1122.00,Personal Care Aides
65,5,29-1229.05,Preventive Medicine Physicians
65,5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
65,3,47-1011.03,Solar Energy Installation Managers
65,4,17-2199.11,Solar Energy Systems Engineers
64,4,17-2011.00,Aerospace Engineers
64,2,33-9011.00,Animal Control Workers
64,5,29-1181.00,Audiologists
64,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
64,5,21-2011.00,Clergy
64,3,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
64,4,11-9161.00,Emergency Management Directors
64,5,25-1032.00,"Engineering Teachers, Postsecondary"
64,4,17-2081.00,Environmental Engineers
64,5,13-2099.01,Financial Quantitative Analysts
64,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
64,4,13-2099.04,"Fraud Examiners, Investigators and Analysts"
64,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
64,2,39-3021.00,Motion Picture Projectionists
64,3,19-4051.00,Nuclear Technicians
64,5,29-1299.02,Orthoptists
64,5,25-1065.00,"Political Science Teachers, Postsecondary"
64,4,19-4012.01,Precision Agriculture Technicians
64,2,53-7081.00,Refuse and Recyclable Material Collectors
64,5,15-2041.00,Statisticians
64,3,47-2022.00,Stonemasons
64,4,13-1199.05,Sustainability Specialists
64,4,15-1255.01,Video Game Designers
63,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
63,4,13-2023.00,Appraisers and Assessors of Real Estate
63,4,17-2031.00,Bioengineers and Biomedical Engineers
63,3,25-1194.00,"Career/Technical Education Teachers, Postsecondary"
63,3,13-1041.00,Compliance Officers
63,1,35-9021.00,Dishwashers
63,5,25-1081.00,"Education Teachers, Postsecondary"
63,4,17-2071.00,Electrical Engineers
63,4,17-3025.00,Environmental Engineering Technologists and Technicians
63,4,19-2041.00,"Environmental Scientists and Specialists, Including Health"
63,4,13-1041.03,Equal Opportunity Representatives and Officers
63,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
63,4,17-2131.00,Materials Engineers
63,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
63,3,19-4051.02,Nuclear Monitoring Technicians
63,3,31-2021.00,Physical Therapist Assistants
63,5,29-1081.00,Podiatrists
63,2,53-7062.04,Recycling and Reclamation Workers
63,5,25-1113.00,"Social Work Teachers, Postsecondary"
63,3,11-9179.02,Spa Managers
63,2,43-3071.00,Tellers
63,5,19-3051.00,Urban and Regional Planners
63,4,11-9121.02,Water Resource Specialists
63,2,53-7073.00,Wellhead Pumpers
63,4,11-9199.10,Wind Energy Development Managers
62,4,17-2021.00,Agricultural Engineers
62,5,25-1031.00,"Architecture Teachers, Postsecondary"
62,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
62,2,51-8013.03,Biomass Plant Technicians
62,5,11-1011.03,Chief Sustainability Officers
62,2,39-9011.00,Childcare Workers
62,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers"
62,1,35-3023.00,Fast Food and Counter Workers
62,4,19-1012.00,Food Scientists and Technologists
62,3,45-4011.00,Forest and Conservation Workers
62,4,15-1299.02,Geographic Information Systems Technologists and Technicians
62,2,47-5081.00,Helpers--Extraction Workers
62,3,25-4031.00,Library Technicians
62,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
62,2,31-9095.00,Pharmacy Aides
62,2,51-8013.00,Power Plant Operators
62,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
62,5,25-9044.00,"Teaching Assistants, Postsecondary"
61,5,19-1029.01,Bioinformatics Scientists
61,4,13-1199.04,Business Continuity Planners
61,4,17-2041.00,Chemical Engineers
61,4,21-1094.00,Community Health Workers
61,3,31-9091.00,Dental Assistants
61,5,19-3011.00,Economists
61,5,19-2041.02,Environmental Restoration Planners
61,5,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
61,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
61,2,31-1121.00,Home Health Aides
61,5,25-1112.00,"Law Teachers, Postsecondary"
61,4,25-4013.00,Museum Technicians and Conservators
61,4,29-1129.02,Music Therapists
61,4,19-5011.00,Occupational Health and Safety Specialists
61,3,29-2099.05,Ophthalmic Medical Technologists
61,2,33-9099.02,Retail Loss Prevention Specialists
61,2,41-2031.00,Retail Salespersons
60,5,25-2059.01,Adapted Physical Education Specialists
60,1,45-2091.00,Agricultural Equipment Operators
60,3,53-2021.00,Air Traffic Controllers
60,5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
60,4,15-2099.01,Bioinformatics Technicians
60,5,19-1029.04,Biologists
60,5,15-2041.01,Biostatisticians
60,3,17-3022.00,Civil Engineering Technologists and Technicians
60,2,47-5041.00,Continuous Mining Machine Operators
60,4,15-1242.00,Database Administrators
60,5,25-1063.00,"Economics Teachers, Postsecondary"
60,2,41-2012.00,Gambling Change Persons and Booth Cashiers
60,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
60,2,43-4121.00,"Library Assistants, Clerical"
60,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
60,5,25-1066.00,"Psychology Teachers, Postsecondary"
60,2,43-5031.00,Public Safety Telecommunicators
60,2,53-4031.00,Railroad Conductors and Yardmasters
60,3,39-7011.00,Tour Guides and Escorts
60,2,33-9093.00,Transportation Security Screeners
59,4,11-9121.01,Clinical Research Coordinators
59,4,11-3021.00,Computer and Information Systems Managers
59,4,15-1241.00,Computer Network Architects
59,2,35-2015.00,"Cooks, Short Order"
59,4,17-2199.03,"Energy Engineers, Except Wind and Solar"
59,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
59,5,19-3092.00,Geographers
59,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
59,5,19-2043.00,Hydrologists
59,5,19-2041.03,Industrial Ecologists
59,5,19-3094.00,Political Scientists
58,2,39-2021.00,Animal Caretakers
58,3,49-2097.00,Audiovisual Equipment Installers and Repairers
58,5,19-1021.00,Biochemists and Biophysicists
58,4,19-4021.00,Biological Technicians
58,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
58,4,15-1243.01,Data Warehousing Specialists
58,5,25-9021.00,Farm and Home Management Educators
58,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
58,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
58,4,17-1022.01,Geodetic Surveyors
58,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
58,5,19-1029.02,Molecular and Cellular Biologists
58,5,15-2031.00,Operations Research Analysts
58,3,29-2057.00,Ophthalmic Medical Technicians
58,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
58,4,19-1031.02,Range Managers
58,4,39-9032.00,Recreation Workers
58,2,39-5093.00,Shampooers
58,5,19-1013.00,Soil and Plant Scientists
58,3,29-9093.00,Surgical Assistants
58,2,43-2011.00,"Switchboard Operators, Including Answering Service"
58,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
57,5,29-1229.01,Allergists and Immunologists
57,5,19-2041.01,Climate Change Policy Analysts
57,1,35-2011.00,"Cooks, Fast Food"
57,2,41-2021.00,Counter and Rental Clerks
57,5,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
57,2,43-3041.00,Gambling Cage Workers
57,1,37-3011.00,Landscaping and Groundskeeping Workers
57,5,19-2032.00,Materials Scientists
57,3,49-9062.00,Medical Equipment Repairers
57,5,17-2199.06,Microsystems Engineers
57,5,17-2199.09,Nanosystems Engineers
57,5,11-9121.00,Natural Sciences Managers
57,4,17-2199.07,Photonics Engineers
57,3,51-8021.00,Stationary Engineers and Boiler Operators
57,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
57,3,39-7012.00,Travel Guides
56,5,19-3091.00,Anthropologists and Archeologists
56,3,33-3011.00,Bailiffs
56,5,25-4012.00,Curators
56,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
56,1,47-2161.00,Plasterers and Stucco Masons
55,4,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
55,1,47-5011.00,"Derrick Operators, Oil and Gas"
55,4,19-1032.00,Foresters
55,5,17-2141.01,Fuel Cell Engineers
55,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
55,1,45-4022.00,Logging Equipment Operators
55,4,27-3043.05,"Poets, Lyricists and Creative Writers"
55,5,19-2099.01,Remote Sensing Scientists and Technologists
55,5,19-1023.00,Zoologists and Wildlife Biologists
54,3,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
54,4,29-1128.00,Exercise Physiologists
54,4,11-9179.01,Fitness and Wellness Coordinators
54,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
54,5,29-1221.00,"Pediatricians, General"
54,5,19-3041.00,Sociologists
54,2,41-9041.00,Telemarketers
53,2,53-6011.00,Bridge and Lock Tenders
53,4,19-1031.00,Conservation Scientists
53,2,47-3016.00,Helpers--Roofers
52,3,49-3041.00,Farm Equipment Mechanics and Service Technicians
52,3,29-2099.08,Patient Representatives
52,3,25-2011.00,"Preschool Teachers, Except Special Education"
52,5,25-2051.00,"Special Education Teachers, Preschool"
52,2,43-2021.00,Telephone Operators
51,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
51,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
51,3,39-9031.00,Exercise Trainers and Group Fitness Instructors
51,5,19-2012.00,Physicists
51,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
50,5,19-2011.00,Astronomers
50,2,53-7031.00,Dredge Operators
50,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
50,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
50,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
50,2,53-6021.00,Parking Attendants
50,3,51-9195.05,"Potters, Manufacturing"
50,2,33-9032.00,Security Guards
50,2,51-6042.00,Shoe Machine Operators and Tenders
49,3,27-2031.00,Dancers
49,1,45-3031.00,Fishing and Hunting Workers
49,5,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
49,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
49,2,51-3023.00,Slaughterers and Meat Packers
49,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
48,5,25-4011.00,Archivists
48,5,19-1029.03,Geneticists
48,5,15-2021.00,Mathematicians
48,2,53-6061.00,Passenger Attendants
48,2,51-2061.00,Timing Device Assemblers and Adjusters
47,2,39-2011.00,Animal Trainers
47,2,41-2011.00,Cashiers
47,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
47,1,51-9123.00,"Painting, Coating, and Decorating Workers"
47,2,35-3031.00,Waiters and Waitresses
46,1,45-4021.00,Fallers
46,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
46,2,33-3041.00,Parking Enforcement Workers
46,4,19-4061.00,Social Science Research Assistants
45,5,29-9099.01,Midwives
45,2,53-5022.00,Motorboat Operators
44,5,19-3011.01,Environmental Economists
44,3,25-3021.00,Self-Enrichment Teachers
43,2,39-3012.00,Gambling and Sports Book Writers and Runners
43,5,19-3093.00,Historians
40,1,47-5051.00,"Rock Splitters, Quarry"
39,2,39-9011.01,Nannies
39,2,31-2022.00,Physical Therapist Aides
37,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
36,2,45-2021.00,Animal Breeders
35,2,39-6011.00,Baggage Porters and Bellhops
35,3,39-5011.00,Barbers
34,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
33,2,39-3011.00,Gambling Dealers
33,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
32,3,31-9011.00,Massage Therapists
31,2,39-5092.00,Manicurists and Pedicurists
30,2,33-9091.00,Crossing Guards and Flaggers
30,3,39-5094.00,Skincare Specialists
29,1,35-3023.01,Baristas
25,1,39-3091.00,Amusement and Recreation Attendants
19,2,35-3011.00,Bartenders
17,2,41-9012.00,Models
